Column1,program,NCS직무분류,apply_option,직무코드,업종분류,관련자격증,훈련기간,훈련시간,평균연령대,주관부처,훈련유형,주야구분/주말여부
112,(산대특 취창업) SNS 이모티콘 제작 전문가모집마감,캐릭터콘텐츠제작(08030208),캐릭터콘텐츠제작,8030208,2,-,2023-06-01~2023-09-01(1회차),"60일,총180시간",46,전주고용센터,산업구조변화대응,주간/주중
113,(산대특취창업)청년 취·창업을 위한 밀키트 상품개발 및 스마트스토어운영과정모집마감,식공간연출(13010205),식공간연출,13010205,10,-,2023-06-01~2023-09-01(1회차),"60일,총300시간",41,전주고용센터,산업구조변화대응,주간/주중
114,"(산대특)_드론 조종 및 특화드론운용(재난관리,해양시설물탐사)_양성_육성모집마감",소형무인기운용·조종(09040105),소형무인기운용·조종,9040105,12,-,2023-07-11~2023-11-09(1회차),"76일,총600시간",40,의정부고용센터,산업구조변화대응,주간/주중
115,(산대특 취창업) 전자정부 프레임워크기반 웹개발자 양성과정모집마감,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-06-01~2023-08-30(1회차),"68일,총480시간",21,전주고용센터,산업구조변화대응,"주야혼합/주말,주중혼합"
116,(2023)빅데이터 분석 & 시각화 UI콘텐츠 개발모집마감,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-09-14~2024-02-21(1회차),"106일,총845시간",27,부산고용,산업구조변화대응,주간/주중
117,"(2023)빅데이터를 활용한 자바(JAVA), 파이썬(Python) 개발자모집마감",응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-07-17~2023-12-26(1회차),"110일,총875시간",26,부산고용,산업구조변화대응,주간/주중
118,(2023) 전력변환 기술인 실무자 향상과정모집마감,내선공사(19010701),내선공사,19010701,13,-,2023-05-18~2023-07-07(1회차),"42일,총210시간",34,부산고용,산업구조변화대응,"주간/주말,주중혼합"
119,(산대특)실내건축 인테리어 양성(도배.건축도장)양성과정모집마감,수장시공(14030209),수장시공,14030209,1,-,2023-06-23~2023-09-15(1회차),"60일,총300시간",40,대구고용센터,산업구조변화대응,주간/주중
120,(산대특)_UX서비스기획_양성_육성모집마감,UI/UX엔지니어링(20010207),UI/UX엔지니어링,20010207,18,-,2023-07-11~2023-11-20(1회차),"88일,총700시간",27,안양고용센터,산업구조변화대응,주간/주중
121,(산대특)_AWS(클라우드) 활용 챗봇(챗-GPT)개발자 과정_양성_육성모집마감,시스템SW엔지니어링(20010208),시스템SW엔지니어링,20010208,18,-,2023-10-23~2024-03-21(1회차),"105일,총840시간",-,성남고용센터,산업구조변화대응,"◇월~금(1일8시간)◇수업시간:09:30~18:00◇전액무료◇훈련교재및훈련장려금지급◇수료전후로취업지원연계프로세스◇우수한훈련교사,시설/장비,현장실무기술중심이되는교과편성◇기초부터,비전공자참여가능◆미금역1번출구에서5분이내☎문의전화:031-711-5517◇카톡채널:투썬캠퍼스분당센터http://pf.kakao.com/_xaYxjxkb/chat자세한안내받으실수있습니다."
122,(산대특)_인테리어목수 향상과정_향상_육성모집마감,건축목공시공(14030201),건축목공시공,14030201,1,-,2023-06-22~2023-07-28(1회차),"12일,총96시간",52,평택고용센터,산업구조변화대응,주간/주중
123,(산대특)_생성형AI 개발자(차세대 챗봇)_양성_육성모집마감,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-10-10~2024-03-14(1회차),"106일,총840시간",33,수원고용센터,산업구조변화대응,주간/주중
124,(산대특)_멀티미디어 플랫폼 기반 영상콘텐츠 제작 전문가_양성_지원모집마감,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2023-08-10~2024-01-11(1회차),"100일,총800시간",27,수원고용센터,산업구조변화대응,주간/주중
125,(산대특)_AI기반 챗봇(GPT) 활용한 웹개발(Python)전문가 과정_양성_육성모집마감,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-06-26~2023-12-13(1회차),"111일,총842시간",27,안산고용센터,산업구조변화대응,주간/주중
126,(산대특)_커머스형 플랫폼 프론트엔드 개발자_양성_육성모집중,UI/UX엔지니어링(20010207),UI/UX엔지니어링,20010207,18,-,2024-03-18~2024-06-27(1회차),"70일,총560시간",-,부천고용,산업구조변화대응,주야혼합/주중
127,(산대특)_비주얼 마케팅을 위한 모션그래픽&디자인 스페셜리스트_양성_지원모집마감,편집디자인(22010102),편집디자인,22010102,16,-,2023-09-06~2024-01-04(1회차),"80일,총640시간",28,부천고용,산업구조변화대응,주간/주중
128,"(산대특)_SPA(React, Vue) 프론트엔드개발 및 Git-hub 활용 실무협업 프로젝트_양성_육성모집마감",응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-09-12~2024-01-22(1회차),"88일,총700시간",30,안산고용센터,산업구조변화대응,주간/주중
129,(산대특)_ChatGPT를 활용한 API기반 자동화 챗봇 개발자 과정_양성_육성모집중,클라우드솔루션아키텍처(20010214),클라우드솔루션아키텍처,20010214,18,-,2024-02-14~2024-07-17(1회차),"105일,총840시간",-,성남고용센터,산업구조변화대응,주간/주중
130,(산대특)_AI기반 미드져니와 SIGIL을 활용한 디지털아트웍 전자출판 편집디자인과정_양성_지원모집마감,편집디자인(22010102),편집디자인,22010102,16,-,2023-09-25~2024-02-05(1회차),"88일,총700시간",27,의정부고용센터,산업구조변화대응,주간/주중
131,(산대특)_반응형 웹콘텐츠(영상제작&코딩)제작_양성_지원모집마감,스마트문화앱콘텐츠제작(08030209),스마트문화앱콘텐츠제작,8030209,2,-,2023-08-14~2023-11-24(1회차),"69일,총410시간",30,평택고용센터,산업구조변화대응,주간/주중
132,[산대특]_욕실타일 실무자 양성과정모집마감,타일시공(14030204),타일시공,14030204,1,-,2023-07-18~2023-09-19(1회차),"45일,총360시간",49,수원고용센터,산업구조변화대응,주간/주중
133,(산대특)_SCADA/HMI 구축 및 PLC 제어 기반 스마트팩토리 개발자_양성_육성모집마감,자동제어시스템운영(19010804),자동제어시스템운영,19010804,13,-,2023-10-17~2024-03-07(1회차),"98일,총780시간",40,안양고용센터,산업구조변화대응,주간/주중
134,"(산대특)_공공데이터를 활용한 Node.js, Java 전문가_양성_육성모집마감",응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-09-04~2024-02-19(1회차),"108일,총840시간",26,안산고용센터,산업구조변화대응,주간/주중
135,(산대특)_AI활용 사이버보안 개발자_양성_육성모집중,보안엔지니어링(20010206),보안엔지니어링,20010206,18,-,2024-01-29~2024-07-02(1회차),"105일,총840시간",-,수원고용센터,산업구조변화대응,주간/주중
136,(산대특)메타버스 블렌더를 활용한 스타일라이즈 케릭터 및 카툰&사이버펑크 애니메이션 제작과정_양성_육성모집마감,게임콘텐츠제작(08030205),게임콘텐츠제작,8030205,2,-,2023-09-06~2023-11-20(1회차),"50일,총250시간",30,부천고용,산업구조변화대응,주간/주중
137,(산대특)_AI(ChatGPT)프롬프트 엔지니어링 활용 게임크리에이터 양성 과정_양성_지원모집마감,게임콘텐츠제작(08030205),게임콘텐츠제작,8030205,2,-,2023-07-28~2023-12-29(1회차),"105일,총840시간",-,수원고용센터,산업구조변화대응,주간/주중
138,(산대특)_영상편집(2D+3D) 활용한 온라인(소셜미디어)영상제작_양성_지원모집마감,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2023-08-07~2023-12-15(1회차),"88일,총700시간",30,안양고용센터,산업구조변화대응,주간/주중
139,(산대특)_욕실 리모델링과정_양성_육성모집마감,타일시공(14030204),타일시공,14030204,1,-,2023-05-01~2023-07-13(1회차),"50일,총400시간",37,안산고용센터,산업구조변화대응,주간/주중
140,(산대특)_빅데이터 융합 자바 백엔드 개발자_양성_육성모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-02-14~2024-07-05(1회차),"100일,총800시간",30,성남고용센터,산업구조변화대응,주간/주중
141,(산대특)_쇼핑몰창업 및 라이브커머스 실무 양성과정_향상_지원모집마감,스마트문화앱콘텐츠제작(08030209),스마트문화앱콘텐츠제작,8030209,2,-,2023-09-12~2023-12-13(1회차),"59일,총400시간",45,수원고용센터,산업구조변화대응,주간/주중
142,"(산대특)_웹앱플랫폼 프로젝트기반 프론트엔드(반응형웹,리액트)양성_육성모집마감",UI/UX엔지니어링(20010207),UI/UX엔지니어링,20010207,18,-,2023-10-12~2024-03-15(1회차),"107일,총840시간",28,성남고용센터,산업구조변화대응,주간/주중
143,(산대특)_챗GPT를 활용한디자인기획제작_향상_지원모집마감,편집디자인(22010102),편집디자인,22010102,16,-,2023-10-18~2023-11-13(1회차),"19일,총75시간",43,고양고용센터,산업구조변화대응,주간/주중
144,"(산대특)_편집디자인&SNS마케팅(일러스트, 포토샵, 인디자인, 프리미어, 애프터이펙트)_양성_지원모집마감",편집디자인(22010102),편집디자인,22010102,16,-,2023-07-18~2023-11-02(1회차),"72일,총500시간",43,수원고용센터,산업구조변화대응,주간/주중
145,(산대특_취창업) 신재생에너지 설비를 위한 태양광&전기공사모집마감,내선공사(19010701),내선공사,19010701,13,-,2023-06-07~2023-11-23(1회차),"114일,총770시간",47,익산고용센터,산업구조변화대응,주간/주중
146,[산대특]드론 조종·방제·촬영운용_전직 및 취창업모집마감,소형무인기운용·조종(09040105),소형무인기운용·조종,9040105,12,-,2023-10-16~2023-12-22(1회차),"50일,총400시간",52,순천고용센터,산업구조변화대응,주간/주중
147,(산대특)항공기부품 및 치공구 설계자 양성과정_육성산업모집마감,기계요소설계(15010201),기계요소설계,15010201,12,-,2023-05-15~2023-09-12(1회차),"80일,총640시간",25,진주고용센터,산업구조변화대응,주간/주중
148,챗GPT를 활용한 SNS마케팅 향상과정모집마감,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2023-05-22~2023-07-20(1회차),"33일,총100시간",44,포항고용센터,산업구조변화대응,야간/주중
149,현장맞춤 멀티기술인 양성과정(용접+지게차)모집마감,가스텅스텐아크용접(16010503),가스텅스텐아크용접,16010503,15,-,2023-05-22~2023-09-08(1회차),"80일,총640시간",37,구미고용센터,산업구조변화대응,"주간/주말,주중혼합"
150,"(산대특)_메타버스 활용 3D VR 콘텐츠 제작 전문가(MAYA, 지브러쉬 및 언리얼 기반)_양성_지원모집마감",게임콘텐츠제작(08030205),게임콘텐츠제작,8030205,2,-,2023-08-16~2024-01-09(1회차),"94일,총750시간",27,부천고용,산업구조변화대응,주간/주중
151,(산대특)_딥러닝 및 AI 기반 산업용 컴퓨터비전 엔지니어링 개발자 과정_양성_육성모집마감,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-12-29~2024-05-28(1회차),"101일,총800시간",28,부천고용,산업구조변화대응,주간/주중
152,맞춤형 제품제작을 위한 3D설계 및 3D프린팅적층기술과정모집마감,3D프린터용제품제작(19031102),3D프린터용제품제작,19031102,13,-,2023-06-26~2023-10-11(1회차),"60일,총360시간",36,구미고용센터,산업구조변화대응,주간/주중
153,컴퓨터활용실무와 빅데이터분석 및 인공지능 입문과정모집마감,인공지능플랫폼구축(20010701),인공지능플랫폼구축,20010701,18,-,2023-06-19~2023-08-23(1회차),"44일,총352시간",-,구미고용센터,산업구조변화대응,주간/주중
154,3D프린팅 품질관리와 장비 유지관리 및 켈리브레이션과정모집마감,3D프린터개발(19031101),3D프린터개발,19031101,13,-,2023-08-27~2023-09-24(1회차),"6일,총48시간",43,구미고용센터,산업구조변화대응,주간/주말
155,(산대특)자바 기반의 스프링 프레임워크를 활용한 풀스택(프론트엔드&백엔드) 개발자 양성과정모집마감,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-06-27~2023-12-28(1회차),"127일,총900시간",33,대구고용센터,산업구조변화대응,주간/주중
156,철강금속용접 구직자 양성과정모집마감,피복아크용접(16010501),피복아크용접,16010501,15,-,2023-07-05~2023-09-07(1회차),"42일,총294시간",44,포항고용센터,산업구조변화대응,주간/주중
157,AI기반의 Fraudit재무 빅데이터분석(Data Analysis+재무회계)시각화모집마감,빅데이터분석(20010105),빅데이터분석,20010105,18,-,2023-06-01~2023-08-03(1회차),"45일,총360시간",29,구미고용센터,산업구조변화대응,"주간/주말,주중혼합"
158,R 프로그래밍을 활용한 빅데이터 분석 사무관리원 양성 과정모집마감,정보기술전략(20010101),정보기술전략,20010101,18,-,2023-06-02~2023-10-17(1회차),"88일,총577시간",22,대구고용센터,산업구조변화대응,"주야혼합/주말,주중혼합"
159,(산대특)JAVA와 Spring을 활용한 통합시스템 구축 개발자 양성과정모집마감,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2023-11-22~2024-06-20(1회차),"143일,총997시간",32,대구고용센터,산업구조변화대응,주간/주중
